[ 2024-07-14 12:26:43 | INFO ] 장시작/종료 실시간 요청
[ 2024-07-14 12:27:55 | INFO ] 장시작/종료 실시간 요청
[ 2024-07-14 12:29:55 | INFO ] 장시작/종료 실시간 요청
[ 2024-07-14 12:43:56 | INFO ] 장시작/종료 실시간 요청
[ 2024-07-14 12:47:40 | INFO ] 장시작/종료 실시간 요청
[ 2024-07-14 12:53:02 | INFO ] 장시작/종료 실시간 요청
[ 2024-07-14 12:56:57 | INFO ] 장시작/종료 실시간 요청
[ 2024-07-14 12:59:00 | INFO ] 장시작/종료 실시간 요청
[ 2024-07-14 13:10:54 | INFO ] 장시작/종료 실시간 요청
[ 2024-07-14 13:24:07 | INFO ] ('OP_ERR_NONE', '정상처리')
[ 2024-07-14 13:24:07 | INFO ] [초기정보세팅] 전체보유계좌 : 5814561110;6120822010;
[ 2024-07-14 13:24:07 | INFO ] [초기정보세팅] 매매 계좌번호 : 6120822010
[ 2024-07-14 13:24:08 | INFO ] msg_slot() => 메시지 요청에 대한 응답 / 스크린 : 2000, 요청이름 : 예수금상세현황요청, tr코드 : OPW00001 --- [100000] 조회가 완료되었습니다.
[ 2024-07-14 13:24:08 | INFO ] [초기정보세팅] 예수금 : 000000000760046
[ 2024-07-14 13:24:08 | INFO ] [초기정보세팅] 출금가능금액 : 000000000154166
[ 2024-07-14 13:24:08 | INFO ] msg_slot() => 메시지 요청에 대한 응답 / 스크린 : 2000, 요청이름 : 계좌평가잔고내역요청, tr코드 : OPW00018 --- [100000] 조회가 완료되었습니다
[ 2024-07-14 13:24:08 | INFO ] [초기정보세팅] 총매입금액 : 1475190
[ 2024-07-14 13:24:08 | INFO ] [초기정보세팅] 총수익률(%) : -865.0
[ 2024-07-14 13:24:08 | INFO ] [초기정보세팅] 보유주 개수 : 6
[ 2024-07-14 13:24:08 | INFO ] [초기정보세팅] 매매계좌에 가지고 있는 종목 : {'003160': {'종목명': '디아이', '보유수량': 16, '매입가': 23050, '수익률(%)': -1276.0, '현재가': 20150, '매입금액': 368800, '매매가능수량': 16}, '041020': {'종목명': '폴라리스오피스', '보유수량': 14, '매입가': 7740, '수익률(%)': -523.0, '현재가': 7350, '매입금액': 108360, '매매가능수량': 14}, '105740': {'종목명': '디케이락', '보유수량': 23, '매입가': 9100, '수익률(%)': -591.0, '현재가': 8580, '매입금액': 209300, '매매가능수량': 23}, '161580': {'종목명': '필옵틱스', '보유수량': 11, '매입가': 24150, '수익률(%)': -1074.0, '현재가': 21600, '매입금액': 265650, '매매가능수량': 11}, '178320': {'종목명': '서진시스템', '보유수량': 8, '매입가': 33187, '수익률(%)': -528.0, '현재가': 31500, '매입금액': 265500, '매매가능수량': 8}, '241690': {'종목명': '유니테크노', '보유수량': 54, '매입가': 4770, '수익률(%)': -774.0, '현재가': 4410, '매입금액': 257580, '매매가능수량': 54}}
[ 2024-07-14 13:24:08 | INFO ] msg_slot() => 메시지 요청에 대한 응답 / 스크린 : , 요청이름 : , tr코드 :  ---  조회가 완료되었습니다.
[ 2024-07-14 13:24:08 | INFO ] 장시작/종료 실시간 요청
[ 2024-07-14 13:24:08 | INFO ] [초기화정보세팅] 종목코드 등록 : 003160, 스크린번호 : 5001, fid 번호 : 20
[ 2024-07-14 13:24:08 | INFO ] [초기화정보세팅] 종목코드 등록 : 041020, 스크린번호 : 5001, fid 번호 : 20
[ 2024-07-14 13:24:08 | INFO ] [초기화정보세팅] 종목코드 등록 : 105740, 스크린번호 : 5001, fid 번호 : 20
[ 2024-07-14 13:24:08 | INFO ] [초기화정보세팅] 종목코드 등록 : 161580, 스크린번호 : 5001, fid 번호 : 20
[ 2024-07-14 13:24:08 | INFO ] [초기화정보세팅] 종목코드 등록 : 178320, 스크린번호 : 5001, fid 번호 : 20
[ 2024-07-14 13:24:08 | INFO ] [초기화정보세팅] 종목코드 등록 : 241690, 스크린번호 : 5001, fid 번호 : 20
[ 2024-07-14 13:25:25 | INFO ] ('OP_ERR_NONE', '정상처리')
[ 2024-07-14 13:25:25 | INFO ] [초기정보세팅] 전체보유계좌 : 5814561110;6120822010;
[ 2024-07-14 13:25:25 | INFO ] [초기정보세팅] 매매 계좌번호 : 6120822010
[ 2024-07-14 13:25:26 | INFO ] msg_slot() => 메시지 요청에 대한 응답 / 스크린 : 2000, 요청이름 : 예수금상세현황요청, tr코드 : OPW00001 --- [100000] 조회가 완료되었습니다.
[ 2024-07-14 13:25:26 | INFO ] [초기정보세팅] 예수금 : 000000000760046
[ 2024-07-14 13:25:26 | INFO ] [초기정보세팅] 출금가능금액 : 000000000154166
[ 2024-07-14 13:25:26 | INFO ] msg_slot() => 메시지 요청에 대한 응답 / 스크린 : 2000, 요청이름 : 계좌평가잔고내역요청, tr코드 : OPW00018 --- [100000] 조회가 완료되었습니다
[ 2024-07-14 13:25:26 | INFO ] [초기정보세팅] 총매입금액 : 1475190
[ 2024-07-14 13:25:26 | INFO ] [초기정보세팅] 총수익률(%) : -865.0
